timestamp,rpm,throttle,egt,cht,oil_temp,fault_active
0.5,3258.59,0.501,758.03,340.19,154.53,False
1.0,3215.98,0.502,757.44,338.75,152.16,False
1.5,3257.16,0.503,760.41,341.44,154.49,False
2.0,3261.32,0.504,771.04,340.64,151.36,False
2.5,3269.87,0.505,761.33,342.31,153.12,False
3.0,3261.29,0.506,763.44,343.78,153.06,False
3.5,3258.92,0.507,765.81,342.14,154.25,False
4.0,3278.23,0.508,770.45,347.4,152.85,False
4.5,3262.22,0.509,764.95,343.26,156.06,False
5.0,3272.68,0.51,765.54,339.37,155.25,False
5.5,3292.31,0.511,773.17,340.28,154.56,False
6.0,3282.26,0.512,772.27,345.32,154.68,False
6.5,3295.99,0.513,772.24,344.01,155.64,False
7.0,3255.74,0.514,771.02,342.16,153.25,False
7.5,3281.86,0.5149,780.81,341.4,156.6,False
8.0,3256.17,0.5159,772.38,344.92,155.98,False
8.5,3306.52,0.5169,778.73,343.81,154.03,False
9.0,3311.92,0.5179,774.52,341.46,152.83,False
9.5,3278.83,0.5189,778.68,346.14,156.62,False
10.0,3291.12,0.5199,777.7,348.02,154.76,False
10.5,3311.25,0.5208,774.3,345.48,154.76,False
11.0,3280.64,0.5218,780.76,345.58,155.69,False
11.5,3316.61,0.5228,781.26,349.41,155.61,False
12.0,3300.96,0.5238,779.33,342.78,153.05,False
12.5,3285.4,0.5247,775.45,349.46,154.28,False
13.0,3306.71,0.5257,787.63,347.61,157.7,False
13.5,3298.01,0.5267,780.81,346.25,155.69,False
14.0,3335.9,0.5276,773.9,350.82,156.98,False
14.5,3309.61,0.5286,776.0,350.16,155.59,False
15.0,3328.53,0.5296,784.03,355.16,156.31,False
15.5,3305.79,0.5305,785.51,351.43,159.64,False
16.0,3345.34,0.5315,787.09,355.57,154.68,False
16.5,3318.22,0.5324,781.36,350.43,154.45,False
17.0,3346.07,0.5333,785.57,347.59,155.3,False
17.5,3341.99,0.5343,791.55,358.41,163.3,False
18.0,3346.36,0.5352,783.09,346.43,158.14,False
18.5,3324.15,0.5362,786.64,351.39,157.46,False
19.0,3364.05,0.5371,790.18,353.16,155.81,False
19.5,3311.55,0.538,787.63,353.88,161.55,False
